customer_id,customer_name,gender,age,city,area,registered_date,customer_segment,preferred_payment_mode
CU046460,Nirja Konda,Female,49.0,Durg,Adarsh Nagar,2025-07-29,New,Wallet
CU046461,Jeevika Mitter,Female,19.0,Bhilai,Smriti Nagar,2025-02-21,Returning,UPI
CU046462,Lipika Krishna,Female,57.0,Raipur,Avanti Vihar,2025-12-21,New,UPI
CU046463,Raksha Saxena,Female,46.0,Raipur,Avanti Vihar,2024-11-23,New,UPI
CU046464,Wriddhish Mohan,Female,54.0,Korba,TP Nagar,2024-11-18,Returning,UPI
CU046465,Baljiwan Boase,Male,58.0,Raipur,Devendra Nagar,2025-03-05,Returning,UPI
CU046466,Ekavir Kalita,Male,45.0,Bhilai,Supela,2025-10-08,Returning,UPI
CU046467,Banjeet Mammen,Male,38.0,Korba,TP Nagar,2024-09-01,Returning,UPI
CU046468,Falan Muni,Male,55.0,Bilaspur,Tarbahar,2024-07-09,Returning,Card
CU046469,Varsha Gokhale,Female,55.0,Durg,Ashish Nagar,2025-05-04,Returning,UPI
CU046470,Chandresh Kala,Female,26.0,Bhilai,Sector 10,2025-12-13,Premium,UPI
CU046471,Yochana Pingle,Male,47.0,Bilaspur,Tarbahar,2025-12-17,New,UPI
CU046472,Devika Andra,Male,19.0,Bilaspur,Link Road,2025-05-04,New,UPI
CU046473,Jatin Gera,Female,64.0,Raipur,VIP Road,2025-05-02,Returning,Wallet
CU046474,Fiyaz Ganesh,Male,57.0,bilaspur,Sarkanda,2024-05-10,Returning,UPI
CU046475,Manbir Prabhu,Male,46.0,Korba,TP Nagar,2024-10-20,Premium,Card
CU046476,Daniel Sachdeva,Male,57.0,Bhilai,Sector 10,2024-10-14,Returning,UPI
CU046477,Upadhriti Talwar,Female,48.0,Bhilai,Supela,2026-02-22,New,UPI
CU046478,Hemani Swamy,Male,31.0,Bhilai,Sector 10,2025-03-29,New,Cash on Delivery
CU046479,Eshana Kothari,Male,37.0,Bilaspur,Vyapar Vihar,2024-12-15,Returning,UPI
CU046480,Hemangini Mukhopadhyay,Male,55.0,Bilaspur,Tarbahar,2025-04-12,New,Cash on Delivery
CU046481,Janya Reddy,Male,63.0,Bhilai,Supela,2025-10-15,New,Cash on Delivery
CU046482,Qasim Pathak,Male,59.0,Raipur,Civil Lines,2025-09-23,New,UPI
CU046483,Rachana Bhatt,Male,45.0,Raipur,Avanti Vihar,2025-04-04,Premium,UPI
CU046484,Unnati Sami,Male,39.0,Raipur,VIP Road,2025-05-09,New,UPI
CU046485,Rishi Sathe,Male,58.0,Bilaspur,Sarkanda,2025-07-12,Premium,UPI
CU046486,Henry More,Male,45.0,Bhilai,Sector 9,2025-10-26,New,UPI
CU046487,Ayushman Modi,Male,30.0,Bhilai,Sector 9,2024-08-17,Returning,UPI
CU046488,Yashica Minhas,Female,22.0,Bhilai,Vaishali Nagar,2025-11-14,New,UPI
CU046489,Jyoti Mangat,Male,44.0,Bhilai,Sector 10,2025-10-09,Premium,UPI
CU046490,Advay Kanda,Female,20.0,Bilaspur,Sarkanda,2025-06-17,New,UPI
CU046491,Arin Soman,Male,59.0,Bilaspur,Sarkanda,2025-05-19,New,UPI
CU046492,Xiti Dyal,Female,44.0,Durg,Borsi,2024-09-05,New,UPI
CU046493,Nicholas Shan,Male,46.0,Raipur,Devendra Nagar,2025-04-14,Returning,UPI
CU046494,Lajita Kale,Male,29.0,Durg,Borsi,2025-07-22,Premium,Cash on Delivery
CU046495,Nathan Mukherjee,Male,39.0,Raipur,VIP Road,2024-07-02,Premium,UPI
CU046496,Rishi Chaudry,Male,49.0,Raipur,Devendra Nagar,2025-02-14,New,Cash on Delivery
CU046497,Ishwar Contractor,Female,52.0,BILASPUR,Sarkanda,2024-10-07,New,Card
CU046498,Yug Dara,Male,36.0,Raipur,Avanti Vihar,2024-05-26,Premium,Cash on Delivery
CU046499,Damini Padmanabhan,Female,33.0,Raipur,Avanti Vihar,2026-01-27,New,Card
CU046500,Anika More,Male,60.0,Raipur,Avanti Vihar,2025-03-14,New,Card
CU046501,Charles De,Female,51.0,Bilaspur,Link Road,2024-10-26,New,UPI
CU046502,Ethan Pandit,Male,28.0,Raipur,Shankar Nagar,2025-11-12,Returning,Cash on Delivery
CU046503,Balhaar Behl,Male,46.0,Durg,Ashish Nagar,2024-06-07,New,UPI
CU046504,Nitara Chad,Male,19.0,Bhilai,Sector 10,2025-02-12,New,UPI
CU046505,Frederick Gade,Male,19.0,Bhilai,Vaishali Nagar,2025-06-15,New,UPI
CU046506,Jai Lala,Female,64.0,Bhilai,Supela,2024-12-23,Returning,Card
CU046507,Upkaar Sandal,Male,56.0,Durg,Adarsh Nagar,2025-06-28,Returning,UPI
CU046508,Lucky Sanghvi,Male,24.0,bilaspur,Vyapar Vihar,2024-08-20,Returning,Cash on Delivery
CU046509,Dhruv Sawhney,Male,44.0,Raipur,VIP Road,2024-11-03,Premium,Card
CU046510,Pranit Sarma,Female,42.0,Durg,Malviya Nagar,2025-05-11,Returning,UPI
CU046511,Devika Sarna,Male,57.0,Bhilai,Sector 9,2024-05-17,Returning,UPI
CU046512,Anamika Pant,Female,,Rajnandgaon,Station Para,2024-10-04,Premium,Wallet
CU046513,Nathan Tripathi,Female,20.0,Bhilai,Smriti Nagar,2025-03-20,Returning,Card
CU046514,Raagini Kanda,Male,,Raipur,Telibandha,2025-06-27,Returning,UPI
CU046515,Michael Sami,Male,24.0,Durg,Ashish Nagar,2025-09-11,Premium,UPI
CU046516,Rishi Bobal,Female,45.0,Raipur,VIP Road,2024-04-05,Returning,UPI
CU046517,Yashoda Rau,Male,29.0,Bilaspur,Vyapar Vihar,2024-05-29,Returning,UPI
CU046518,Damyanti Nagarajan,Female,42.0,Bilaspur,Link Road,2024-12-20,New,Cash on Delivery
CU046519,Anay Sethi,Female,23.0,Raipur,Shankar Nagar,2026-01-18,Returning,UPI
CU046520,Gaurang Nadkarni,Male,24.0,Raipur,Devendra Nagar,2025-10-06,New,UPI
CU046521,Hemani Issac,Female,62.0,Raipur,Avanti Vihar,2025-08-30,Premium,Card
CU046522,Anay Chaudhari,Male,23.0,Raipur,Devendra Nagar,2024-04-21,Returning,UPI
CU046523,Charvi Cheema,Female,41.0,Bhilai,Sector 9,2025-03-31,New,Card
CU046524,Advay Ranganathan,Male,39.0,Bilaspur,Vyapar Vihar,2024-06-12,Premium,Cash on Delivery
CU046525,Dipta Majumdar,Male,29.0,Raipur,Devendra Nagar,2025-11-03,Returning,Cash on Delivery
CU046526,Dipta Bains,Male,30.0,Raipur,VIP Road,2026-03-08,Returning,Card
CU046527,Gautam Ranganathan,Male,40.0,Durg,Ashish Nagar,2025-01-07,New,Cash on Delivery
CU046528,Ekavir Koshy,Female,64.0,Raipur,VIP Road,2024-04-07,New,Card
CU046529,Vyanjana Varghese,Female,,Durg,Borsi,2025-07-26,Returning,UPI
CU046530,Kamala Deshpande,Male,58.0,Raipur,Civil Lines,2025-10-08,Returning,UPI
CU046531,Arin Kade,Female,53.0,Durg,Malviya Nagar,2024-05-02,Returning,UPI
CU046532,Lakshmi Varty,Male,30.0,Bilaspur,Sarkanda,2024-12-19,Returning,Card
CU046533,Nathan Sant,Male,64.0,Raipur,Devendra Nagar,2025-11-09,Returning,UPI
CU046534,Anay Purohit,Female,18.0,Bhilai,Sector 10,2024-10-28,New,Cash on Delivery
CU046535,Chaitaly Sachdev,Female,24.0,Raipur,Civil Lines,2025-02-03,Returning,UPI
CU046536,Banjeet Ramakrishnan,Female,27.0,Raipur,Devendra Nagar,2025-09-02,Returning,Wallet
CU046537,Lajita D’Alia,Female,45.0,bhilai,Supela,2024-06-06,Returning,UPI
CU046538,Ayush Chakraborty,Male,44.0,Bilaspur,Vyapar Vihar,2025-12-09,New,UPI
CU046539,Praneel Kalita,Female,,Bilaspur,Tarbahar,2025-06-22,Returning,UPI
CU046540,Aadhya Sunder,Female,51.0,Raipur,Avanti Vihar,2025-02-12,New,Cash on Delivery
CU046541,Benjamin Lal,Male,48.0,Bilaspur,Tarbahar,2025-01-18,Returning,UPI
CU046542,Noah Ram,Male,22.0,Raipur,VIP Road,2024-04-01,Returning,UPI
CU046543,Vedant Chandra,Female,52.0,Raipur,Civil Lines,2025-06-06,Premium,Card
CU046544,Ishani Comar,Female,60.0,Raipur,VIP Road,2026-01-05,Returning,UPI
CU046545,Samuel Deshmukh,Female,61.0,Bhilai,Sector 10,2024-12-21,Premium,Card
CU046546,Kevin Chand,Female,48.0,Raipur,Devendra Nagar,2026-01-17,Premium,Card
CU046547,Vincent Date,Female,57.0,Raipur,VIP Road,2025-05-31,Returning,UPI
CU046548,Zashil Kaul,Female,30.0,Bhilai,Smriti Nagar,2025-06-06,Returning,UPI
CU046549,Gopal Mallick,Male,61.0,Korba,Transport Nagar,2025-07-21,Returning,Card
CU046550,Maanav Khatri,Male,18.0,Bilaspur,Vyapar Vihar,2024-09-23,Returning,UPI
CU046551,Megha Bhatt,Female,29.0,Rajnandgaon,Civil Lines,2025-09-06,Returning,UPI
CU046552,Yashodhara Ganesh,Female,62.0,Raipur,Shankar Nagar,2026-03-07,Premium,UPI
CU046553,Nikita Kapoor,Female,27.0,Korba,Transport Nagar,2025-11-21,Returning,Card
CU046554,Amol Yohannan,Male,30.0,Raipur,Civil Lines,2025-02-12,Returning,Card
CU046555,Aadi Seth,Male,45.0,Raipur,Avanti Vihar,2025-10-08,New,Wallet
CU046556,Faris Ramakrishnan,Female,18.0,Raipur,VIP Road,2026-01-23,Premium,Wallet
CU046557,Chanchal Bora,Male,33.0,Bhilai,Supela,2025-11-26,Returning,UPI
CU046558,Amrita Edwin,Male,52.0,Raipur,VIP Road,2024-09-24,Premium,UPI
CU046559,Fariq Naik,Female,26.0,Durg,Malviya Nagar,2024-05-05,New,UPI
CU046560,Jackson Edwin,Other,34.0,Durg,Adarsh Nagar,2026-01-26,Premium,Cash on Delivery
CU046561,Falan Dani,Female,49.0,Raipur,VIP Road,2024-08-09,Returning,Card
CU046562,Gautam Rout,Female,55.0,Durg,Malviya Nagar,2025-10-01,Premium,UPI
CU046563,Fitan Roy,Female,18.0,Raipur,VIP Road,2024-07-27,Returning,Card
CU046564,Upma Bhalla,Female,58.0,Raipur,VIP Road,2025-02-18,Returning,Card
CU046565,Raghav Sood,Female,18.0,Raipur,Avanti Vihar,2024-10-07,Returning,Card
CU046566,Jalsa Bose,Male,33.0,Raipur,Shankar Nagar,2024-05-04,Premium,UPI
CU046567,Krishna Pillai,Female,61.0,Raipur,Telibandha,2025-08-31,Returning,Cash on Delivery
CU046568,Manthan Goswami,Male,27.0,Raipur,Telibandha,2025-01-03,Returning,UPI
CU046569,Elijah Chowdhury,Female,54.0,Raipur,Telibandha,2025-10-15,Returning,UPI
CU046570,Maanav Mall,Female,47.0,Durg,Adarsh Nagar,2025-12-20,New,UPI
CU046571,Prisha Narayanan,Male,,Durg,Malviya Nagar,2024-08-23,New,UPI
CU046572,Xiti Anne,Female,44.0,Rajnandgaon,Civil Lines,2025-08-05,New,UPI
CU046573,Qarin Garde,Female,57.0,Raipur,Civil Lines,2025-04-28,Returning,Cash on Delivery
CU046574,Chatresh Bhatia,Male,59.0,Raipur,Civil Lines,2024-11-04,Returning,Cash on Delivery
CU046575,Vasatika Mandal,Female,40.0,Bilaspur,Link Road,2024-12-22,Premium,UPI
CU046576,Gaurang Gour,Female,20.0,Bilaspur,Vyapar Vihar,2025-06-12,Returning,UPI
CU046577,Mason Lall,Female,18.0,Raipur,Civil Lines,2026-03-12,Premium,UPI
CU046578,Varenya Seshadri,Female,44.0,Durg,Borsi,2026-02-10,New,UPI
CU046579,Warjas Behl,Male,64.0,Rajnandgaon,Station Para,2024-12-07,Returning,Cash on Delivery
CU046580,Urishilla Pradhan,Male,47.0,Raipur,Avanti Vihar,2025-01-14,New,UPI
CU046581,Damini Behl,Male,26.0,Rajnandgaon,Civil Lines,2026-03-22,Premium,UPI
CU046582,Raksha Mani,Female,47.0,raipur,Telibandha,2024-09-12,Returning,Card
CU046583,Bhavani Biswas,Male,63.0,Bhilai,Sector 10,2025-09-16,New,UPI
CU046584,Jagdish Wali,Female,19.0,Raipur,Telibandha,2025-12-09,Returning,Wallet
CU046585,Yug Mitter,Female,45.0,Bilaspur,Link Road,2024-05-15,Premium,UPI
CU046586,Tanvi Biswas,Male,64.0,Raipur,VIP Road,2025-04-29,New,UPI
CU046587,Yashawini Mandal,Male,55.0,Bhilai,Sector 10,2024-07-03,Premium,UPI
CU046588,Hemani Aggarwal,Male,56.0,Raipur,Civil Lines,2025-05-22,Returning,UPI
CU046589,Fariq Venkatesh,Male,,Bhilai,Vaishali Nagar,2025-03-21,Returning,UPI
CU046590,Jagdish Vaidya,Male,44.0,Bilaspur,Vyapar Vihar,2026-02-04,Returning,UPI
CU046591,Vihaan Sahota,Male,60.0,Bhilai,Sector 10,2024-05-10,New,Card
CU046592,Odika Manne,Female,63.0,Bilaspur,Tarbahar,2025-01-19,New,Cash on Delivery
CU046593,Patrick Ganesan,Male,19.0,Rajnandgaon,Station Para,2025-07-07,Returning,UPI
CU046594,Radha Narasimhan,Female,32.0,Korba,Transport Nagar,2025-09-16,New,Card
CU046595,Vasatika Pandit,Male,18.0,Rajnandgaon,Civil Lines,2025-04-30,Returning,Cash on Delivery
CU046596,Triveni Dhaliwal,Male,52.0,Raipur,VIP Road,2025-12-23,Premium,Card
CU046597,Ekaraj Agate,Female,62.0,Bhilai,Vaishali Nagar,2024-08-15,New,UPI
CU046598,Chakradhar Memon,Female,48.0,DURG,Adarsh Nagar,2025-06-10,Premium,UPI
CU046599,Hemani Sastry,Male,19.0,Korba,Transport Nagar,2025-03-07,Returning,UPI
CU046600,Sarthak Dube,Female,21.0,Raipur,VIP Road,2025-06-16,Returning,UPI
CU046601,Anamika Ganesan,Male,56.0,Rajnandgaon,Station Para,2025-05-26,New,UPI
CU046602,Charan Walia,Male,30.0,Bhilai,Sector 10,2025-03-27,New,Card
CU046603,Ronith Anand,Female,29.0,Durg,Ashish Nagar,2024-04-22,New,Wallet
CU046604,Champak Badami,Female,50.0,Bhilai,Supela,2024-06-05,Returning,UPI
CU046605,Tanvi Rattan,Male,45.0,Raipur,Telibandha,2025-12-31,Returning,Card
CU046606,Keya Pall,Female,63.0,Raipur,VIP Road,2024-10-25,New,Card
CU046607,Yash Dash,Male,33.0,Raipur,Devendra Nagar,2025-03-05,New,UPI
CU046608,Upkaar Raju,Male,23.0,Bilaspur,Link Road,2025-01-04,Returning,Cash on Delivery
CU046609,Dhruv Padmanabhan,Female,52.0,Bilaspur,Vyapar Vihar,2024-10-31,Returning,Card
CU046610,Anamika Balakrishnan,Male,53.0,Bhilai,Sector 9,2024-10-02,Returning,UPI
CU046611,Jeevika Kumer,Female,24.0,Bilaspur,Sarkanda,2025-05-15,New,Card
CU046612,Urmi Munshi,Male,39.0,Bhilai,Sector 10,2024-10-17,Returning,UPI
CU046613,Utkarsh Sridhar,Male,56.0,Raipur,Devendra Nagar,2026-02-04,Premium,Card
CU046614,Advaith Balasubramanian,Female,20.0,Raipur,Shankar Nagar,2025-12-28,New,Card
CU046615,Rushil Sani,Female,26.0,Bhilai,Vaishali Nagar,2024-11-29,New,Card
CU046616,Wyatt Varkey,Male,44.0,Bhilai,Smriti Nagar,2025-06-05,Returning,Cash on Delivery
CU046617,Neha Goyal,Male,59.0,Korba,TP Nagar,2026-02-23,New,UPI
CU046618,Geetika Khalsa,Female,21.0,Rajnandgaon,Civil Lines,2026-02-16,Returning,UPI
CU046619,Xiti Tak,Female,20.0,Bilaspur,Link Road,2024-12-24,New,UPI
CU046620,Falguni Banik,Female,,Raipur,Shankar Nagar,2025-02-25,Returning,Cash on Delivery
CU046621,Nimrat Rao,Male,60.0,Durg,Adarsh Nagar,2025-09-28,Returning,Cash on Delivery
CU046622,Arunima Pradhan,Female,53.0,Raipur,Shankar Nagar,2025-07-04,New,UPI
CU046623,Maanav Tripathi,Male,48.0,Bhilai,Smriti Nagar,2025-03-10,Premium,Card
CU046624,Amruta Mannan,Male,37.0,Rajnandgaon,Station Para,2025-05-22,Returning,UPI
CU046625,Kalpit Murthy,Female,19.0,Korba,Transport Nagar,2024-05-14,New,UPI
CU046626,Pranav Kade,Male,55.0,Korba,TP Nagar,2026-02-16,Returning,UPI
CU046627,Samuel Devi,Female,47.0,Raipur,Civil Lines,2025-10-11,Returning,UPI
CU046628,Zayyan Pillay,Female,32.0,Bhilai,Supela,2024-06-25,Returning,Card
CU046629,Ethan Thaman,Female,64.0,Durg,Malviya Nagar,2024-06-22,Returning,UPI
CU046630,Vivaan Munshi,Male,48.0,Raipur,Shankar Nagar,2024-11-14,Returning,UPI
CU046631,Ekansh Chakraborty,Male,34.0,Durg,Adarsh Nagar,2026-03-22,Premium,Wallet
CU046632,Abha Bhagat,Female,61.0,Bhilai,Smriti Nagar,2025-10-01,Returning,UPI
CU046633,Raksha Goel,Other,61.0,Korba,Transport Nagar,2026-02-13,New,Card
CU046634,Anmol Sharma,Female,25.0,Bhilai,Sector 9,2025-10-17,Returning,Wallet
CU046635,Reva Murthy,Female,61.0,Raipur,Devendra Nagar,2025-10-03,New,UPI
CU046636,Jai Patla,Male,53.0,Korba,TP Nagar,2024-06-19,Returning,Wallet
CU046637,Devansh Gupta,Female,61.0,Bilaspur,Link Road,2024-07-26,New,UPI
CU046638,Harinakshi Dixit,Female,46.0,Bhilai,Vaishali Nagar,2025-05-09,New,Card
CU046639,Chandani Ravi,Male,55.0,Rajnandgaon,Civil Lines,2025-01-27,Returning,Cash on Delivery
CU046640,Leela Date,Female,48.0,Bilaspur,Sarkanda,2024-09-28,Returning,UPI
CU046641,Qarin Borah,Male,57.0,Bilaspur,Link Road,2025-01-16,New,Wallet
CU046642,Jeet Choudhry,Male,24.0,Bhilai,Sector 9,2025-12-10,New,Wallet
CU046643,Vasatika Minhas,Male,27.0,Durg,Adarsh Nagar,2024-06-03,Premium,UPI
CU046644,Pallavi Vyas,Female,38.0,Bilaspur,Tarbahar,2025-10-06,New,Card
CU046645,Waida Saraf,Female,56.0,Bilaspur,Sarkanda,2025-07-08,Returning,UPI
CU046646,Gaurika Narayan,Female,62.0,Rajnandgaon,Civil Lines,2025-05-11,New,UPI
CU046647,Jonathan Aggarwal,Male,23.0,Raipur,VIP Road,2024-10-15,Returning,Cash on Delivery
CU046648,Yauvani Chauhan,Male,27.0,Durg,Adarsh Nagar,2025-07-02,Returning,UPI
CU046649,Avi Karan,Male,,Durg,Borsi,2025-06-21,Returning,UPI
CU046650,Elijah Mukherjee,Male,24.0,Raipur,Shankar Nagar,2026-02-05,Returning,Cash on Delivery
CU046651,Utkarsh Chaudhry,Female,56.0,Bilaspur,Link Road,2025-06-13,New,Card
CU046652,Owen Bhasin,Male,61.0,Durg,Borsi,2024-04-03,New,UPI
CU046653,Wishi Anne,Male,59.0,Bilaspur,Tarbahar,2025-11-16,New,Cash on Delivery
CU046654,Vyanjana Pingle,Male,27.0,raipur,Avanti Vihar,2025-07-05,New,UPI
CU046655,Ikbal Gopal,Male,29.0,Raipur,Civil Lines,2024-06-01,Returning,UPI
CU046656,Anamika Mutti,Female,35.0,Raipur,Telibandha,2024-05-24,New,Card
CU046657,Jasmit Sabharwal,Male,46.0,Bhilai,Vaishali Nagar,2025-02-03,Returning,Card
CU046658,Avni Nanda,Male,63.0,Bilaspur,Sarkanda,2026-02-23,New,Card
CU046659,Veer Sachdeva,Female,19.0,Bilaspur,Vyapar Vihar,2024-05-21,Returning,Wallet
CU046660,Lohit Dugal,Female,29.0,Bhilai,Vaishali Nagar,2024-12-18,New,Card
CU046661,Fiyaz Sem,Male,37.0,Bhilai,Smriti Nagar,2025-11-08,Returning,UPI
CU046662,Vivaan Nath,Female,35.0,Bilaspur,Sarkanda,2024-10-07,Returning,Card
CU046663,Finn Mahal,Male,21.0,Korba,Transport Nagar,2024-12-12,Returning,Wallet
CU046664,Frederick Gala,Male,,Durg,Adarsh Nagar,2024-04-04,New,Card
CU046665,Ryan Roy,Female,55.0,Bilaspur,Sarkanda,2025-10-30,Premium,Card
CU046666,Reva Chawla,Male,20.0,Raipur,Shankar Nagar,2024-04-09,Returning,UPI
CU046667,Suhani Nanda,Female,50.0,Rajnandgaon,Civil Lines,2025-10-21,Premium,UPI
CU046668,Kevin Varghese,Female,52.0,Durg,Ashish Nagar,2026-03-08,New,UPI
CU046669,Nakul Krishna,Female,55.0,Rajnandgaon,Civil Lines,2024-09-17,New,UPI
CU046670,Oeshi Kale,Male,37.0,Bilaspur,Vyapar Vihar,2025-10-20,New,Card
CU046671,Reva Warrior,Female,58.0,Raipur,Civil Lines,2025-12-01,New,UPI
CU046672,Adya Date,Male,57.0,Bhilai,Sector 9,2026-02-15,Returning,Card
CU046673,Vritti Sandal,Female,62.0,Raipur,Avanti Vihar,2024-08-06,New,UPI
CU046674,Ryan Bassi,Female,27.0,Bhilai,Supela,2025-01-09,Premium,UPI
CU046675,Eiravati Magar,Female,54.0,Bhilai,Smriti Nagar,2026-03-04,New,Card
CU046676,Henry Pall,Male,37.0,Rajnandgaon,Civil Lines,2024-11-10,Returning,UPI
CU046677,Aadi Ramanathan,Male,53.0,Bhilai,Sector 9,2025-05-11,Returning,Cash on Delivery
CU046678,Aadi Bera,Male,54.0,Bhilai,Smriti Nagar,2025-09-19,Returning,UPI
CU046679,Vyanjana Kota,Male,44.0,Bilaspur,Vyapar Vihar,2025-05-10,Premium,UPI
CU046680,Jack Datta,Female,46.0,Raipur,Avanti Vihar,2025-08-14,New,Wallet
CU046681,Advaith Kapur,Female,39.0,Raipur,Telibandha,2025-03-06,New,Cash on Delivery
CU046682,Aarnav Kanda,Female,50.0,Bilaspur,Sarkanda,2026-02-23,Returning,Cash on Delivery
CU046683,Samar Nagar,Female,54.0,Raipur,Telibandha,2024-07-08,Premium,Wallet
CU046684,Sneha Chawla,Male,30.0,Raipur,Telibandha,2024-09-03,Returning,UPI
CU046685,Anjali Sengupta,Male,56.0,bilaspur,Link Road,2025-01-24,Premium,UPI
CU046686,Yachana Kade,Male,40.0,Raipur,Devendra Nagar,2025-05-20,Premium,Cash on Delivery
CU046687,Pushti Johal,Female,41.0,Raipur,Avanti Vihar,2025-09-23,Returning,Wallet
CU046688,Girish Raj,Female,56.0,Bhilai,Sector 9,2025-06-03,Returning,Card
CU046689,Arjun Raman,Female,56.0,Rajnandgaon,Civil Lines,2025-01-28,Premium,UPI
CU046690,Atharv Edwin,Female,55.0,Raipur,Civil Lines,2025-09-01,New,Wallet
CU046691,Dakshesh Raj,Female,22.0,Bhilai,Smriti Nagar,2024-12-21,Returning,UPI
CU046692,Sanaya Biswas,Male,39.0,Bhilai,Vaishali Nagar,2026-03-07,New,Wallet
CU046693,Varsha Mandal,Male,43.0,Bilaspur,Sarkanda,2025-09-16,Returning,Card
CU046694,Maanav Shanker,Female,25.0,Bhilai,Supela,2026-01-31,Premium,UPI
CU046695,Maanav Babu,Female,41.0,Durg,Adarsh Nagar,2025-12-05,Returning,Cash on Delivery
CU046696,Widisha Hayer,Female,55.0,Durg,Ashish Nagar,2025-09-26,New,Card
CU046697,Neha Wason,Male,43.0,Raipur,VIP Road,2025-03-19,New,UPI
CU046698,Kevin Madan,Male,18.0,Durg,Adarsh Nagar,2025-01-05,Returning,Wallet
CU046699,Vivaan Menon,Male,22.0,Raipur,Telibandha,2025-04-25,Returning,UPI
CU046700,Viraj Keer,Female,37.0,Durg,Malviya Nagar,2024-12-31,Returning,UPI
CU046701,Chandani Kurian,Female,20.0,Bilaspur,Link Road,2025-06-17,New,Cash on Delivery
CU046702,Pushti Singhal,Female,64.0,Bilaspur,Tarbahar,2025-08-06,Returning,UPI
CU046703,Vedika Dayal,Male,26.0,Bhilai,Smriti Nagar,2024-12-19,New,UPI
CU046704,Azaan Sani,Male,40.0,Bilaspur,Link Road,2024-12-27,New,Wallet
CU046705,Watika Chopra,Female,35.0,Raipur,Devendra Nagar,2025-06-12,New,Card
CU046706,Kamala Mani,Male,58.0,Bhilai,Sector 9,2025-09-27,New,Card
CU046707,Samaksh Seshadri,Female,58.0,Bilaspur,Link Road,2024-06-16,Returning,Card
CU046708,Indali Vaidya,Male,54.0,Bhilai,Smriti Nagar,2026-02-10,New,Wallet
CU046709,Agastya Upadhyay,Male,64.0,Bhilai,Smriti Nagar,2026-02-26,New,UPI
CU046710,Jasmit Buch,Female,45.0,Bhilai,Smriti Nagar,2025-06-19,Returning,Wallet
CU046711,Manbir Dass,Male,31.0,Durg,Borsi,2025-08-07,Returning,Cash on Delivery
CU046712,Chavvi Thakkar,Male,39.0,Bhilai,Sector 9,2025-07-24,Returning,UPI
CU046713,George Vora,Female,,Bilaspur,Sarkanda,2025-12-10,New,Card
CU046714,Luke Rai,Female,19.0,rajnandgaon,Civil Lines,2025-08-10,Returning,Wallet
CU046715,Bhavika Kaul,Female,29.0,Raipur,Avanti Vihar,2025-10-12,Returning,Wallet
CU046716,Yatin Kakar,Male,,Raipur,Civil Lines,2025-06-22,Returning,UPI
CU046717,Peter Goyal,Male,33.0,Korba,Transport Nagar,2024-12-03,Returning,UPI
CU046718,Lavanya Kurian,Male,48.0,Bilaspur,Vyapar Vihar,2025-04-10,New,UPI
CU046719,Wakeeta Konda,Male,45.0,Bhilai,Sector 9,2024-07-18,Returning,UPI
CU046720,Alka Kata,Male,18.0,Raipur,Avanti Vihar,2025-11-09,Returning,UPI
CU046721,Zarna Sheth,Male,23.0,bhilai,Supela,2024-10-28,Premium,Wallet
CU046722,Adweta Goyal,Other,48.0,Durg,Ashish Nagar,2024-06-04,Returning,UPI
CU046723,Chakrika Mall,Female,56.0,Bhilai,Sector 10,2025-09-05,Premium,UPI
CU046724,Pallavi Ahuja,Male,50.0,Durg,Adarsh Nagar,2025-08-31,Returning,Card
CU046725,Anita Dewan,Male,27.0,Raipur,Civil Lines,2025-09-16,New,Card
CU046726,Omya Morar,Female,31.0,Bhilai,Smriti Nagar,2024-08-12,Returning,UPI
CU046727,Darika Dara,Male,36.0,Raipur,Avanti Vihar,2025-10-15,New,Card
CU046728,Shivani Swaminathan,Male,60.0,Bhilai,Vaishali Nagar,2025-11-02,New,UPI
CU046729,Anmol Dora,Female,53.0,Durg,Malviya Nagar,2025-05-30,Returning,UPI
CU046730,Alka Kata,Male,48.0,Raipur,Avanti Vihar,2025-06-23,New,Card
CU046731,Abeer Banik,Female,46.0,Bilaspur,Link Road,2024-06-28,Returning,UPI
CU046732,Lavanya Kannan,Male,27.0,Raipur,VIP Road,2025-01-24,Returning,Card
CU046733,Harinakshi Sangha,Other,57.0,Bhilai,Vaishali Nagar,2025-11-18,New,Cash on Delivery
CU046734,Kalpit Sheth,Male,44.0,Raipur,Civil Lines,2025-02-03,Returning,UPI
CU046735,Indali Sen,Male,49.0,Bhilai,Sector 10,2025-12-16,Returning,Wallet
CU046736,Hemal Dara,Female,47.0,Rajnandgaon,Civil Lines,2024-09-10,Returning,Cash on Delivery
CU046737,Atharv Bora,Female,27.0,Raipur,Devendra Nagar,2024-11-18,Returning,UPI
CU046738,Eiravati Rastogi,Female,46.0,Raipur,Civil Lines,2024-12-09,Returning,UPI
CU046739,Fariq Konda,Female,56.0,Raipur,Avanti Vihar,2025-05-30,Returning,UPI
CU046740,Zehaan Hayer,Female,23.0,Bilaspur,Sarkanda,2024-07-24,Premium,Cash on Delivery
CU046741,Wakeeta Pingle,Female,33.0,Raipur,Avanti Vihar,2024-05-20,Returning,UPI
CU046742,Aarini Doctor,Male,40.0,Rajnandgaon,Station Para,2024-12-01,New,UPI
CU046743,Nihal Lal,Male,59.0,Bilaspur,Tarbahar,2024-08-15,New,UPI
CU046744,Ira Dutt,Female,41.0,Bilaspur,Sarkanda,2025-03-04,Returning,UPI
